,zipcode,name,population,median_income,White,African American,gini_index,labor_participation,unemployment,poverty_rate
405,61019,ZCTA5 61019,3241,63047,3165,19,0.3670,55.7,1.3,2.6
406,61020,ZCTA5 61020,3208,68878,3013,60,0.3982,68.2,4.5,9.3
407,61021,ZCTA5 61021,22836,60627,20279,1683,0.4417,55.9,7.6,6.0
408,61024,ZCTA5 61024,2512,52294,2482,3,0.4177,66.5,12.2,3.1
409,61025,ZCTA5 61025,4623,64055,4465,25,0.4135,72.3,0.9,5.7
410,61027,ZCTA5 61027,8,-,8,0,-,0.0,-,-
411,61028,ZCTA5 61028,2138,48487,2099,7,0.4443,65.4,0.0,2.3
412,61030,ZCTA5 61030,2354,51346,2198,35,0.4204,63.0,5.0,6.8
413,61031,ZCTA5 61031,1644,57019,1597,19,0.5066,62.0,0.7,9.2
414,61032,ZCTA5 61032,30271,40698,24113,4341,0.4714,60.6,6.2,14.5
415,61036,ZCTA5 61036,6984,58750,6921,19,0.4734,56.5,5.9,1.7
416,61037,ZCTA5 61037,107,77434,107,0,0.0668,66.3,0.0,0.0
417,61038,ZCTA5 61038,1046,75541,1046,0,0.3151,57.7,0.0,15.2
418,61039,ZCTA5 61039,1000,56875,979,0,0.3334,75.2,5.4,2.5
419,61041,ZCTA5 61041,990,44688,909,6,0.3950,55.7,11.2,11.2
420,61042,ZCTA5 61042,567,47500,544,6,0.3992,62.8,3.3,12.3
421,61043,ZCTA5 61043,97,50000,81,0,0.4214,56.6,0.0,6.3
422,61044,ZCTA5 61044,308,70625,288,0,0.3564,84.2,0.0,10.3
423,61046,ZCTA5 61046,2663,58301,2494,17,0.4391,58.3,5.1,4.4
424,61047,ZCTA5 61047,1940,57541,1913,1,0.3943,61.1,1.7,8.2
425,61048,ZCTA5 61048,3900,53598,3867,0,0.3745,65.6,1.9,7.4
426,61049,ZCTA5 61049,597,62143,571,14,0.3883,63.9,5.7,6.8
427,61050,ZCTA5 61050,410,50481,410,0,0.3116,59.7,0.0,0.0
428,61051,ZCTA5 61051,1617,59643,1559,12,0.3981,66.2,1.6,6.5
429,61052,ZCTA5 61052,842,50714,823,0,0.3609,53.8,0.0,0.0
430,61053,ZCTA5 61053,2680,47875,2637,23,0.4495,61.9,2.8,7.3
431,61054,ZCTA5 61054,3849,53147,3793,0,0.4116,61.3,2.5,13.1
432,61057,ZCTA5 61057,135,62000,108,7,0.3029,53.7,0.0,0.0
433,61059,ZCTA5 61059,179,49375,170,0,0.3416,56.1,0.0,7.0
434,61060,ZCTA5 61060,1482,48571,1476,0,0.3848,75.4,3.9,5.8
435,61061,ZCTA5 61061,6464,57278,6267,29,0.4379,57.4,5.9,9.6
436,61062,ZCTA5 61062,1766,73158,1739,0,0.3596,71.3,3.4,6.6
437,61063,ZCTA5 61063,4312,67396,4202,0,0.4386,66.2,4.8,4.2
438,61064,ZCTA5 61064,3477,53625,3384,15,0.4246,62.0,4.3,10.1
439,61065,ZCTA5 61065,10256,66434,9372,455,0.4259,69.2,3.4,4.0
440,61067,ZCTA5 61067,656,56050,636,0,0.3651,51.8,0.0,0.9
441,61068,ZCTA5 61068,14468,51002,12771,346,0.4030,65.4,8.3,8.0
442,61070,ZCTA5 61070,1501,50938,1454,0,0.3603,67.4,0.0,7.3
443,61071,ZCTA5 61071,14190,48510,13088,396,0.4335,62.1,5.2,10.4
444,61072,ZCTA5 61072,11652,78340,11169,118,0.3775,65.4,5.4,2.4
445,61073,ZCTA5 61073,19099,83167,18064,303,0.4022,72.4,5.4,3.3
446,61074,ZCTA5 61074,4306,41194,4026,152,0.4215,57.4,6.2,16.6
447,61075,ZCTA5 61075,1012,64423,998,0,0.3647,64.8,3.6,6.8
448,61077,ZCTA5 61077,41,-,41,0,-,100.0,0.0,0.0
449,61078,ZCTA5 61078,1163,42604,1138,0,0.4223,58.1,5.4,5.8
450,61079,ZCTA5 61079,180,47917,173,0,0.2702,51.5,0.0,0.0
451,61080,ZCTA5 61080,10393,63337,9568,141,0.4393,66.6,5.8,6.4
452,61081,ZCTA5 61081,21461,52192,19375,471,0.4468,62.8,3.5,6.6
453,61084,ZCTA5 61084,3059,69135,2995,2,0.3699,67.0,2.0,6.8
454,61085,ZCTA5 61085,3412,46047,3373,2,0.3942,62.5,4.1,8.7
455,61087,ZCTA5 61087,1598,47917,1503,11,0.4346,64.0,0.0,7.7
456,61088,ZCTA5 61088,5875,83269,5622,154,0.3581,71.3,1.3,4.3
457,61089,ZCTA5 61089,809,63875,796,0,0.3585,74.9,1.1,8.0
458,61091,ZCTA5 61091,61,-,61,0,0.1802,86.9,-,-
459,61101,ZCTA5 61101,19595,31878,10342,7586,0.4693,59.0,12.9,26.3
460,61102,ZCTA5 61102,18842,37292,10429,5618,0.4957,60.8,15.7,23.3
461,61103,ZCTA5 61103,24064,36623,16986,5032,0.4824,61.3,10.7,17.2
462,61104,ZCTA5 61104,19554,27570,11598,5560,0.4697,64.7,17.1,33.8
463,61107,ZCTA5 61107,30949,59984,25446,2540,0.4533,65.4,6.3,7.1
464,61108,ZCTA5 61108,27677,51650,21521,3349,0.4003,63.3,10.3,7.6
465,61109,ZCTA5 61109,27123,47297,20611,3210,0.4063,65.4,9.3,13.4
466,61111,ZCTA5 61111,24233,51970,21567,856,0.4651,67.5,3.7,9.2
467,61112,ZCTA5 61112,107,-,107,0,0.5175,0.0,-,0.0
468,61114,ZCTA5 61114,15371,70537,12905,1231,0.4200,58.9,9.9,4.6
469,61115,ZCTA5 61115,22826,56110,21221,439,0.3648,66.9,3.3,6.7
470,61201,ZCTA5 61201,38534,45074,26748,7832,0.4385,63.2,6.8,16.4
471,61230,ZCTA5 61230,1153,49167,1120,0,0.3729,54.1,8.3,7.1
472,61231,ZCTA5 61231,5053,49433,4940,39,0.4286,56.6,6.1,8.5
473,61232,ZCTA5 61232,1300,70750,1270,15,0.3886,74.2,0.0,4.0
474,61234,ZCTA5 61234,1365,56188,1321,15,0.3745,62.6,4.1,4.0
475,61235,ZCTA5 61235,1472,55114,1447,0,0.3624,62.3,3.3,5.6
476,61236,ZCTA5 61236,140,58125,102,0,0.1956,78.3,0.0,0.0
477,61238,ZCTA5 61238,3373,59107,3256,68,0.3963,56.6,8.1,6.9
478,61239,ZCTA5 61239,1236,30685,817,345,0.4043,67.7,23.6,32.7
479,61240,ZCTA5 61240,6226,72228,5973,36,0.3770,67.6,3.0,0.9
480,61241,ZCTA5 61241,6822,64364,6535,2,0.3341,65.0,1.9,8.3
481,61242,ZCTA5 61242,1142,69688,1136,0,0.3491,55.9,1.1,3.5
482,61243,ZCTA5 61243,234,66625,234,0,0.3211,61.8,9.1,3.3
483,61244,ZCTA5 61244,23373,46846,17960,2828,0.4427,57.0,5.3,13.8
484,61250,ZCTA5 61250,2481,64250,2444,0,0.4371,68.3,4.2,6.2
485,61251,ZCTA5 61251,341,82639,341,0,0.3126,57.9,0.0,0.0
486,61252,ZCTA5 61252,5405,56220,5235,45,0.3938,60.3,1.2,7.0
487,61254,ZCTA5 61254,11169,66824,10849,59,0.4396,58.4,1.6,5.9
488,61256,ZCTA5 61256,2066,71765,1960,20,0.3772,64.0,6.8,7.7
489,61257,ZCTA5 61257,1375,57321,1325,22,0.3467,63.3,1.6,13.1
490,61258,ZCTA5 61258,247,36985,247,0,0.3579,51.0,0.0,30.8
491,61259,ZCTA5 61259,1212,67656,1040,0,0.4153,65.8,17.5,10.9
492,61260,ZCTA5 61260,1028,45938,1011,0,0.3397,62.2,5.5,27.5
493,61261,ZCTA5 61261,853,44375,833,0,0.3466,64.2,0.0,9.1
494,61262,ZCTA5 61262,1237,69167,1218,0,0.3092,63.3,0.0,0.0
495,61263,ZCTA5 61263,688,57500,670,0,0.3423,71.6,9.4,15.5
496,61264,ZCTA5 61264,11077,54413,10313,322,0.4455,64.5,3.2,5.6
497,61265,ZCTA5 61265,44180,52005,37789,2454,0.4421,64.8,5.6,9.2
498,61270,ZCTA5 61270,7136,55114,6876,73,0.3964,62.3,3.1,5.6
499,61272,ZCTA5 61272,1291,54545,1244,0,0.3349,61.8,1.1,7.0
500,61273,ZCTA5 61273,3210,70114,3132,16,0.3914,66.2,3.5,3.8
501,61274,ZCTA5 61274,157,64167,157,0,0.2729,66.7,0.0,0.0
502,61275,ZCTA5 61275,4491,66250,4341,8,0.3770,61.4,5.4,3.7
503,61276,ZCTA5 61276,109,59375,43,0,0.0519,85.1,0.0,0.0
504,61277,ZCTA5 61277,3076,55192,2953,37,0.4482,56.9,1.4,7.2
505,61278,ZCTA5 61278,436,64250,420,0,0.4670,47.5,6.7,15.8
506,61279,ZCTA5 61279,966,52500,961,4,0.3320,65.2,1.0,6.4
507,61281,ZCTA5 61281,2358,72366,2281,44,0.3505,65.8,0.0,1.9
508,61282,ZCTA5 61282,7865,48373,6595,687,0.4323,65.2,3.2,11.8
509,61283,ZCTA5 61283,1691,55595,1665,0,0.3697,64.2,0.9,9.0
510,61284,ZCTA5 61284,2224,71042,2096,0,0.4195,59.6,0.0,4.0
511,61285,ZCTA5 61285,1452,55694,1441,8,0.3964,51.1,0.0,3.3
512,61301,ZCTA5 61301,10091,44562,9366,43,0.4537,64.8,5.3,10.7
513,61310,ZCTA5 61310,3825,52008,3732,12,0.4023,58.4,3.1,7.6
514,61311,ZCTA5 61311,222,55167,222,0,0.5388,43.2,0.0,0.0
515,61312,ZCTA5 61312,479,73750,445,5,0.4152,59.1,10.9,10.8
516,61313,ZCTA5 61313,196,61250,196,0,0.3382,76.1,0.0,6.7
517,61314,ZCTA5 61314,807,42763,758,0,0.3460,57.8,9.1,11.0
518,61315,ZCTA5 61315,218,45417,217,0,0.3532,64.6,0.0,8.2
519,61316,ZCTA5 61316,319,65714,312,0,0.4534,69.9,8.7,11.3
520,61317,ZCTA5 61317,468,50893,468,0,0.3666,62.8,8.6,8.2
521,61318,ZCTA5 61318,848,56071,707,8,0.3832,62.3,0.8,7.2
522,61319,ZCTA5 61319,1064,65875,1042,0,0.3704,57.3,2.8,11.4
523,61320,ZCTA5 61320,722,53125,643,24,0.3805,64.5,5.4,15.9
524,61321,ZCTA5 61321,261,55000,255,0,0.4045,71.2,2.0,14.6
525,61322,ZCTA5 61322,1468,41085,956,16,0.3947,62.5,12.2,17.4
526,61323,ZCTA5 61323,93,-,93,0,0.5309,62.2,0.0,24.0
527,61324,ZCTA5 61324,98,75972,98,0,0.2350,31.6,0.0,0.0
528,61325,ZCTA5 61325,985,75000,940,1,0.4650,64.1,3.0,3.0
529,61326,ZCTA5 61326,2371,61786,2284,0,0.4613,67.9,5.4,5.7
530,61327,ZCTA5 61327,1272,69250,1257,1,0.3635,62.9,2.6,4.0
531,61328,ZCTA5 61328,26,-,26,0,-,100.0,-,0.0
532,61329,ZCTA5 61329,1233,65809,1190,0,0.4347,70.0,10.2,8.9
533,61330,ZCTA5 61330,1443,75170,1401,4,0.3651,68.5,2.8,2.3
534,61331,ZCTA5 61331,21,-,21,0,-,47.6,-,0.0
535,61332,ZCTA5 61332,80,53750,76,0,0.3037,75.0,0.0,0.0
536,61333,ZCTA5 61333,315,58333,308,0,0.3478,66.7,1.6,2.9
537,61334,ZCTA5 61334,753,60313,717,4,0.4035,68.6,9.1,5.4
538,61335,ZCTA5 61335,561,76667,539,0,0.3250,69.5,13.7,2.4
539,61336,ZCTA5 61336,528,64375,432,12,0.3552,70.3,0.0,12.2
540,61337,ZCTA5 61337,369,42353,369,0,0.3985,65.7,1.4,9.4
541,61338,ZCTA5 61338,292,47750,282,0,0.4062,54.5,0.0,10.6
542,61340,ZCTA5 61340,250,52917,250,0,0.4637,69.9,3.7,5.4
543,61341,ZCTA5 61341,7899,56311,7746,10,0.4463,61.3,5.7,15.2
544,61342,ZCTA5 61342,8856,56953,8118,85,0.4297,61.8,1.8,9.8
545,61344,ZCTA5 61344,388,55521,374,4,0.3736,64.9,5.0,8.3
546,61345,ZCTA5 61345,832,69464,808,0,0.3683,65.0,0.7,7.6
547,61346,ZCTA5 61346,72,51250,70,0,0.2712,62.7,20.0,10.0
548,61348,ZCTA5 61348,4551,53632,4257,218,0.4135,64.0,3.1,10.7
549,61349,ZCTA5 61349,831,62727,825,0,0.4017,62.9,0.0,4.6
550,61350,ZCTA5 61350,23820,53906,21885,889,0.4462,63.2,6.1,11.7
551,61353,ZCTA5 61353,1184,55096,1167,0,0.3722,57.3,5.4,7.2
552,61354,ZCTA5 61354,10684,47246,10324,12,0.4269,59.4,7.4,7.3
553,61356,ZCTA5 61356,10728,56156,10375,60,0.4126,63.5,3.4,8.2
554,61358,ZCTA5 61358,285,37500,283,1,0.3650,47.8,0.0,2.4
555,61359,ZCTA5 61359,353,53438,341,0,0.2956,68.4,4.7,1.9
556,61360,ZCTA5 61360,3706,69611,3651,35,0.3641,68.7,3.0,8.8
557,61361,ZCTA5 61361,1148,54432,1125,0,0.4370,64.8,4.7,4.7
558,61362,ZCTA5 61362,5542,45724,4838,127,0.4439,64.5,2.5,13.8
559,61363,ZCTA5 61363,219,41544,208,0,0.3543,66.1,0.0,8.7
560,61364,ZCTA5 61364,19339,49026,17952,347,0.4291,60.2,6.5,12.7
561,61367,ZCTA5 61367,718,49632,704,1,0.4430,65.3,4.0,0.9
562,61368,ZCTA5 61368,1514,48409,1492,4,0.3628,52.9,5.7,8.0
563,61369,ZCTA5 61369,1616,52609,1549,18,0.3824,57.7,7.4,4.1
564,61370,ZCTA5 61370,1383,56313,1357,0,0.3567,64.3,5.9,4.3
565,61372,ZCTA5 61372,166,57321,166,0,0.2759,72.4,0.0,0.0
566,61373,ZCTA5 61373,2060,69250,2008,0,0.3468,65.5,3.6,3.1
567,61374,ZCTA5 61374,144,70694,144,0,0.3866,52.5,0.0,25.6
568,61375,ZCTA5 61375,1126,62031,1079,0,0.3445,52.1,1.0,3.2
569,61376,ZCTA5 61376,2291,54327,2248,0,0.4196,62.1,1.7,8.6
570,61377,ZCTA5 61377,1476,55357,1449,0,0.4269,59.9,2.9,3.2
571,61378,ZCTA5 61378,398,46000,385,0,0.5064,50.5,5.7,15.7
572,61379,ZCTA5 61379,1559,56250,1474,8,0.3903,68.8,4.0,13.9
573,61401,ZCTA5 61401,33964,37262,27329,4447,0.4587,50.7,5.2,12.7
574,61410,ZCTA5 61410,3908,41601,3772,18,0.3868,56.4,9.9,13.0
575,61411,ZCTA5 61411,353,40921,353,0,0.4897,76.3,0.0,0.0
576,61412,ZCTA5 61412,1435,56141,1344,22,0.3673,65.7,3.3,5.4
577,61413,ZCTA5 61413,900,54844,897,0,0.4080,62.3,13.5,3.4
578,61414,ZCTA5 61414,823,50804,793,22,0.3434,63.3,3.7,9.3
579,61415,ZCTA5 61415,1760,53466,1742,11,0.4116,64.5,5.4,14.2
580,61416,ZCTA5 61416,278,20469,268,0,0.4359,39.6,6.9,42.6
581,61417,ZCTA5 61417,295,50000,295,0,0.2023,34.2,48.9,0.0
582,61418,ZCTA5 61418,564,44615,556,0,0.4664,63.3,14.6,1.2
583,61419,ZCTA5 61419,120,45000,118,1,0.4058,50.0,0.0,7.1
584,61420,ZCTA5 61420,1195,51964,1134,7,0.3744,64.9,7.0,5.9
585,61421,ZCTA5 61421,1274,54375,1236,21,0.4431,63.0,2.7,16.2
586,61422,ZCTA5 61422,3206,42957,3081,79,0.4174,57.3,10.6,8.3
587,61423,ZCTA5 61423,663,78750,655,0,0.4127,48.7,9.1,8.7
588,61424,ZCTA5 61424,126,109773,126,0,0.1453,78.6,0.0,0.0
589,61425,ZCTA5 61425,349,56458,349,0,0.3136,49.3,0.0,0.0
590,61426,ZCTA5 61426,99,41016,99,0,0.2255,42.2,-,40.7
591,61427,ZCTA5 61427,2185,48889,2124,31,0.4111,50.3,8.5,10.1
592,61428,ZCTA5 61428,942,70313,940,2,0.3924,52.3,0.0,8.2
593,61430,ZCTA5 61430,787,58158,778,0,0.4288,67.6,0.8,5.8
594,61431,ZCTA5 61431,370,40568,370,0,0.5477,56.2,0.0,10.7
595,61432,ZCTA5 61432,594,65625,583,4,0.4556,57.7,2.2,8.9
596,61433,ZCTA5 61433,147,113029,147,0,0.2536,68.4,0.0,26.8
597,61434,ZCTA5 61434,3005,39760,2929,9,0.4399,55.0,9.1,17.7
598,61435,ZCTA5 61435,64,59531,64,0,0.1951,21.9,0.0,0.0
599,61436,ZCTA5 61436,750,55682,709,0,0.4291,52.9,7.3,5.8
600,61437,ZCTA5 61437,913,54125,906,0,0.3938,64.4,3.3,11.7
601,61438,ZCTA5 61438,905,62500,899,1,0.5046,62.4,0.7,1.1
602,61439,ZCTA5 61439,214,49500,210,4,0.3622,53.1,0.0,10.0
603,61440,ZCTA5 61440,718,60625,713,0,0.3168,62.8,0.0,11.2
